date_recorded,job_domain,skill_name,demand_count
2021-01-31,DevOps & Cloud,GCP,25
2021-02-28,DevOps & Cloud,GCP,24
2021-03-31,DevOps & Cloud,GCP,26
2021-04-30,DevOps & Cloud,GCP,18
2021-05-31,DevOps & Cloud,GCP,19
2021-06-30,DevOps & Cloud,GCP,22
2021-07-31,DevOps & Cloud,GCP,22
2021-08-31,DevOps & Cloud,GCP,16
2021-09-30,DevOps & Cloud,GCP,24
2021-10-31,DevOps & Cloud,GCP,25
2021-11-30,DevOps & Cloud,GCP,27
2021-12-31,DevOps & Cloud,GCP,20
2022-01-31,DevOps & Cloud,GCP,29
2022-02-28,DevOps & Cloud,GCP,27
2022-03-31,DevOps & Cloud,GCP,26
2022-04-30,DevOps & Cloud,GCP,11
2022-05-31,DevOps & Cloud,GCP,31
2022-06-30,DevOps & Cloud,GCP,18
2022-07-31,DevOps & Cloud,GCP,24
2022-08-31,DevOps & Cloud,GCP,21
2022-09-30,DevOps & Cloud,GCP,21
2022-10-31,DevOps & Cloud,GCP,27
2022-11-30,DevOps & Cloud,GCP,21
2022-12-31,DevOps & Cloud,GCP,18
2023-01-31,DevOps & Cloud,GCP,32
2023-02-28,DevOps & Cloud,GCP,15
2023-03-31,DevOps & Cloud,GCP,25
2023-04-30,DevOps & Cloud,GCP,25
2023-05-31,DevOps & Cloud,GCP,31
2023-06-30,DevOps & Cloud,GCP,13
2023-07-31,DevOps & Cloud,GCP,30
2023-08-31,DevOps & Cloud,GCP,30
2023-09-30,DevOps & Cloud,GCP,24
2023-10-31,DevOps & Cloud,GCP,26
2023-11-30,DevOps & Cloud,GCP,24
2023-12-31,DevOps & Cloud,GCP,24
2024-01-31,DevOps & Cloud,GCP,17
2024-02-29,DevOps & Cloud,GCP,27
2024-03-31,DevOps & Cloud,GCP,19
2024-04-30,DevOps & Cloud,GCP,17
2024-05-31,DevOps & Cloud,GCP,30
2024-06-30,DevOps & Cloud,GCP,15
2024-07-31,DevOps & Cloud,GCP,26
2024-08-31,DevOps & Cloud,GCP,22
2024-09-30,DevOps & Cloud,GCP,25
2024-10-31,DevOps & Cloud,GCP,23
2024-11-30,DevOps & Cloud,GCP,32
2024-12-31,DevOps & Cloud,GCP,24
2020-01-31,DevOps & Cloud,Git,20
2020-02-29,DevOps & Cloud,Git,20
2020-03-31,DevOps & Cloud,Git,21
2020-04-30,DevOps & Cloud,Git,23
2020-05-31,DevOps & Cloud,Git,19
2020-06-30,DevOps & Cloud,Git,27
2020-07-31,DevOps & Cloud,Git,31
2020-08-31,DevOps & Cloud,Git,23
2020-09-30,DevOps & Cloud,Git,19
2020-10-31,DevOps & Cloud,Git,25
2020-11-30,DevOps & Cloud,Git,32
2020-12-31,DevOps & Cloud,Git,24
2021-01-31,DevOps & Cloud,Git,17
2021-02-28,DevOps & Cloud,Git,19
2021-03-31,DevOps & Cloud,Git,22
2021-04-30,DevOps & Cloud,Git,22
2021-05-31,DevOps & Cloud,Git,17
2021-06-30,DevOps & Cloud,Git,25
2021-07-31,DevOps & Cloud,Git,26
2021-08-31,DevOps & Cloud,Git,28
2021-09-30,DevOps & Cloud,Git,24
2021-10-31,DevOps & Cloud,Git,22
2021-11-30,DevOps & Cloud,Git,17
2021-12-31,DevOps & Cloud,Git,25
2022-01-31,DevOps & Cloud,Git,30
2022-02-28,DevOps & Cloud,Git,23
2022-03-31,DevOps & Cloud,Git,28
2022-04-30,DevOps & Cloud,Git,22
2022-05-31,DevOps & Cloud,Git,9
2022-06-30,DevOps & Cloud,Git,25
2022-07-31,DevOps & Cloud,Git,17
2022-08-31,DevOps & Cloud,Git,28
2022-09-30,DevOps & Cloud,Git,27
2022-10-31,DevOps & Cloud,Git,19
2022-11-30,DevOps & Cloud,Git,15
2022-12-31,DevOps & Cloud,Git,20
2023-01-31,DevOps & Cloud,Git,24
2023-02-28,DevOps & Cloud,Git,27
2023-03-31,DevOps & Cloud,Git,30
2023-04-30,DevOps & Cloud,Git,24
2023-05-31,DevOps & Cloud,Git,20
2023-06-30,DevOps & Cloud,Git,25
2023-07-31,DevOps & Cloud,Git,18
2023-08-31,DevOps & Cloud,Git,28
2023-09-30,DevOps & Cloud,Git,24
2023-10-31,DevOps & Cloud,Git,31
2023-11-30,DevOps & Cloud,Git,20
2023-12-31,DevOps & Cloud,Git,21
2024-01-31,DevOps & Cloud,Git,19
2024-02-29,DevOps & Cloud,Git,22
2024-03-31,DevOps & Cloud,Git,15
2024-04-30,DevOps & Cloud,Git,21
2024-05-31,DevOps & Cloud,Git,23
2024-06-30,DevOps & Cloud,Git,20
2024-07-31,DevOps & Cloud,Git,26
2024-08-31,DevOps & Cloud,Git,21
2024-09-30,DevOps & Cloud,Git,22
2024-10-31,DevOps & Cloud,Git,35
2024-11-30,DevOps & Cloud,Git,18
2024-12-31,DevOps & Cloud,Git,15
2020-01-31,DevOps & Cloud,Kubernetes,49
2020-02-29,DevOps & Cloud,Kubernetes,41
2020-03-31,DevOps & Cloud,Kubernetes,36
2020-04-30,DevOps & Cloud,Kubernetes,49
2020-05-31,DevOps & Cloud,Kubernetes,38
2020-06-30,DevOps & Cloud,Kubernetes,42
2020-07-31,DevOps & Cloud,Kubernetes,59
2020-08-31,DevOps & Cloud,Kubernetes,60
2020-09-30,DevOps & Cloud,Kubernetes,54
2020-10-31,DevOps & Cloud,Kubernetes,40
2020-11-30,DevOps & Cloud,Kubernetes,63
2020-12-31,DevOps & Cloud,Kubernetes,43
2021-01-31,DevOps & Cloud,Kubernetes,49
2021-02-28,DevOps & Cloud,Kubernetes,56
2021-03-31,DevOps & Cloud,Kubernetes,50
2021-04-30,DevOps & Cloud,Kubernetes,41
2021-05-31,DevOps & Cloud,Kubernetes,31
2021-06-30,DevOps & Cloud,Kubernetes,48
2021-07-31,DevOps & Cloud,Kubernetes,43
2021-08-31,DevOps & Cloud,Kubernetes,57
2021-09-30,DevOps & Cloud,Kubernetes,45
2021-10-31,DevOps & Cloud,Kubernetes,46
2021-11-30,DevOps & Cloud,Kubernetes,44
2021-12-31,DevOps & Cloud,Kubernetes,60
2022-01-31,DevOps & Cloud,Kubernetes,54
2022-02-28,DevOps & Cloud,Kubernetes,55
2022-03-31,DevOps & Cloud,Kubernetes,36
2022-04-30,DevOps & Cloud,Kubernetes,48
2022-05-31,DevOps & Cloud,Kubernetes,40
2022-06-30,DevOps & Cloud,Kubernetes,40
2022-07-31,DevOps & Cloud,Kubernetes,40
2022-08-31,DevOps & Cloud,Kubernetes,46
2022-09-30,DevOps & Cloud,Kubernetes,43
2022-10-31,DevOps & Cloud,Kubernetes,39
2022-11-30,DevOps & Cloud,Kubernetes,42
2022-12-31,DevOps & Cloud,Kubernetes,40
2023-01-31,DevOps & Cloud,Kubernetes,40
2023-02-28,DevOps & Cloud,Kubernetes,50
2023-03-31,DevOps & Cloud,Kubernetes,51
2023-04-30,DevOps & Cloud,Kubernetes,44
2023-05-31,DevOps & Cloud,Kubernetes,44
2023-06-30,DevOps & Cloud,Kubernetes,40
2023-07-31,DevOps & Cloud,Kubernetes,53
2023-08-31,DevOps & Cloud,Kubernetes,57
2023-09-30,DevOps & Cloud,Kubernetes,38
2023-10-31,DevOps & Cloud,Kubernetes,55
2023-11-30,DevOps & Cloud,Kubernetes,54
2023-12-31,DevOps & Cloud,Kubernetes,32
2024-01-31,DevOps & Cloud,Kubernetes,44
2024-02-29,DevOps & Cloud,Kubernetes,38
2024-03-31,DevOps & Cloud,Kubernetes,45
2024-04-30,DevOps & Cloud,Kubernetes,42
2024-05-31,DevOps & Cloud,Kubernetes,44
2024-06-30,DevOps & Cloud,Kubernetes,49
2024-07-31,DevOps & Cloud,Kubernetes,49
2024-08-31,DevOps & Cloud,Kubernetes,35
2024-09-30,DevOps & Cloud,Kubernetes,37
2024-10-31,DevOps & Cloud,Kubernetes,66
2024-11-30,DevOps & Cloud,Kubernetes,46
2024-12-31,DevOps & Cloud,Kubernetes,41
2020-01-31,DevOps & Cloud,Linux,30
2020-02-29,DevOps & Cloud,Linux,21
2020-03-31,DevOps & Cloud,Linux,14
2020-04-30,DevOps & Cloud,Linux,25
2020-05-31,DevOps & Cloud,Linux,21
2020-06-30,DevOps & Cloud,Linux,25
2020-07-31,DevOps & Cloud,Linux,23
2020-08-31,DevOps & Cloud,Linux,28
2020-09-30,DevOps & Cloud,Linux,19
2020-10-31,DevOps & Cloud,Linux,20
2020-11-30,DevOps & Cloud,Linux,24
2020-12-31,DevOps & Cloud,Linux,28
2021-01-31,DevOps & Cloud,Linux,24
2021-02-28,DevOps & Cloud,Linux,25
2021-03-31,DevOps & Cloud,Linux,20
2021-04-30,DevOps & Cloud,Linux,25
2021-05-31,DevOps & Cloud,Linux,17
2021-06-30,DevOps & Cloud,Linux,29
2021-07-31,DevOps & Cloud,Linux,22
2021-08-31,DevOps & Cloud,Linux,34
2021-09-30,DevOps & Cloud,Linux,30
2021-10-31,DevOps & Cloud,Linux,21
2021-11-30,DevOps & Cloud,Linux,21
2021-12-31,DevOps & Cloud,Linux,23
2022-01-31,DevOps & Cloud,Linux,28
2022-02-28,DevOps & Cloud,Linux,25
2022-03-31,DevOps & Cloud,Linux,24
2022-04-30,DevOps & Cloud,Linux,27
2022-05-31,DevOps & Cloud,Linux,21
2022-06-30,DevOps & Cloud,Linux,21
2022-07-31,DevOps & Cloud,Linux,19
2022-08-31,DevOps & Cloud,Linux,22
2022-09-30,DevOps & Cloud,Linux,25
2022-10-31,DevOps & Cloud,Linux,20
2022-11-30,DevOps & Cloud,Linux,14
2022-12-31,DevOps & Cloud,Linux,23
2023-01-31,DevOps & Cloud,Linux,18
2023-02-28,DevOps & Cloud,Linux,30
2023-03-31,DevOps & Cloud,Linux,30
2023-04-30,DevOps & Cloud,Linux,22
2023-05-31,DevOps & Cloud,Linux,18
2023-06-30,DevOps & Cloud,Linux,26
2023-07-31,DevOps & Cloud,Linux,26
2023-08-31,DevOps & Cloud,Linux,31
2023-09-30,DevOps & Cloud,Linux,23
2023-10-31,DevOps & Cloud,Linux,29
2023-11-30,DevOps & Cloud,Linux,24
2023-12-31,DevOps & Cloud,Linux,24
2024-01-31,DevOps & Cloud,Linux,29
2024-02-29,DevOps & Cloud,Linux,22
2024-03-31,DevOps & Cloud,Linux,24
2024-04-30,DevOps & Cloud,Linux,25
2024-05-31,DevOps & Cloud,Linux,23
2024-06-30,DevOps & Cloud,Linux,25
2024-07-31,DevOps & Cloud,Linux,22
2024-08-31,DevOps & Cloud,Linux,25
2024-09-30,DevOps & Cloud,Linux,21
2024-10-31,DevOps & Cloud,Linux,39
2024-11-30,DevOps & Cloud,Linux,20
2024-12-31,DevOps & Cloud,Linux,16
2020-01-31,DevOps & Cloud,Microservices,26
2020-02-29,DevOps & Cloud,Microservices,21
2020-03-31,DevOps & Cloud,Microservices,19
2020-04-30,DevOps & Cloud,Microservices,20
2020-05-31,DevOps & Cloud,Microservices,24
2020-06-30,DevOps & Cloud,Microservices,24
2020-07-31,DevOps & Cloud,Microservices,21
2020-08-31,DevOps & Cloud,Microservices,28
2020-09-30,DevOps & Cloud,Microservices,26
2020-10-31,DevOps & Cloud,Microservices,21
2020-11-30,DevOps & Cloud,Microservices,33
2020-12-31,DevOps & Cloud,Microservices,28
2021-01-31,DevOps & Cloud,Microservices,27
2021-02-28,DevOps & Cloud,Microservices,25
2021-03-31,DevOps & Cloud,Microservices,22
2021-04-30,DevOps & Cloud,Microservices,13
2021-05-31,DevOps & Cloud,Microservices,23
2021-06-30,DevOps & Cloud,Microservices,23
2021-07-31,DevOps & Cloud,Microservices,22
2021-08-31,DevOps & Cloud,Microservices,23
2021-09-30,DevOps & Cloud,Microservices,28
2021-10-31,DevOps & Cloud,Microservices,25
2021-11-30,DevOps & Cloud,Microservices,23
2021-12-31,DevOps & Cloud,Microservices,26
2022-01-31,DevOps & Cloud,Microservices,26
2022-02-28,DevOps & Cloud,Microservices,25
2022-03-31,DevOps & Cloud,Microservices,20
2022-04-30,DevOps & Cloud,Microservices,20
2022-05-31,DevOps & Cloud,Microservices,26
2022-06-30,DevOps & Cloud,Microservices,22
2022-07-31,DevOps & Cloud,Microservices,16
2022-08-31,DevOps & Cloud,Microservices,25
2022-09-30,DevOps & Cloud,Microservices,22
2022-10-31,DevOps & Cloud,Microservices,21
2022-11-30,DevOps & Cloud,Microservices,27
2022-12-31,DevOps & Cloud,Microservices,16
2023-01-31,DevOps & Cloud,Microservices,26
2023-02-28,DevOps & Cloud,Microservices,22
2023-03-31,DevOps & Cloud,Microservices,33
2023-04-30,DevOps & Cloud,Microservices,30
2023-05-31,DevOps & Cloud,Microservices,24
2023-06-30,DevOps & Cloud,Microservices,19
2023-07-31,DevOps & Cloud,Microservices,28
2023-08-31,DevOps & Cloud,Microservices,32
2023-09-30,DevOps & Cloud,Microservices,18
2023-10-31,DevOps & Cloud,Microservices,24
2023-11-30,DevOps & Cloud,Microservices,34
2023-12-31,DevOps & Cloud,Microservices,24
2024-01-31,DevOps & Cloud,Microservices,12
2024-02-29,DevOps & Cloud,Microservices,26
2024-03-31,DevOps & Cloud,Microservices,24
2024-04-30,DevOps & Cloud,Microservices,20
2024-05-31,DevOps & Cloud,Microservices,19
2024-06-30,DevOps & Cloud,Microservices,17
2024-07-31,DevOps & Cloud,Microservices,26
2024-08-31,DevOps & Cloud,Microservices,18
2024-09-30,DevOps & Cloud,Microservices,28
2024-10-31,DevOps & Cloud,Microservices,28
2024-11-30,DevOps & Cloud,Microservices,25
2024-12-31,DevOps & Cloud,Microservices,18
2020-01-31,DevOps & Cloud,Python,28
2020-02-29,DevOps & Cloud,Python,20
2020-03-31,DevOps & Cloud,Python,19
2020-04-30,DevOps & Cloud,Python,23
2020-05-31,DevOps & Cloud,Python,14
2020-06-30,DevOps & Cloud,Python,24
2020-07-31,DevOps & Cloud,Python,27
2020-08-31,DevOps & Cloud,Python,25
2020-09-30,DevOps & Cloud,Python,26
2020-10-31,DevOps & Cloud,Python,23
2020-11-30,DevOps & Cloud,Python,28
2020-12-31,DevOps & Cloud,Python,28
2021-01-31,DevOps & Cloud,Python,30
2021-02-28,DevOps & Cloud,Python,22
2021-03-31,DevOps & Cloud,Python,23
2021-04-30,DevOps & Cloud,Python,22
2021-05-31,DevOps & Cloud,Python,20
2021-06-30,DevOps & Cloud,Python,26
2021-07-31,DevOps & Cloud,Python,20
2021-08-31,DevOps & Cloud,Python,39
2021-09-30,DevOps & Cloud,Python,28
2021-10-31,DevOps & Cloud,Python,23
2021-11-30,DevOps & Cloud,Python,21
2021-12-31,DevOps & Cloud,Python,33
2022-01-31,DevOps & Cloud,Python,20
2022-02-28,DevOps & Cloud,Python,21
2022-03-31,DevOps & Cloud,Python,24
2022-04-30,DevOps & Cloud,Python,26
2022-05-31,DevOps & Cloud,Python,18
2022-06-30,DevOps & Cloud,Python,26
2022-07-31,DevOps & Cloud,Python,19
2022-08-31,DevOps & Cloud,Python,31
2022-09-30,DevOps & Cloud,Python,24
2022-10-31,DevOps & Cloud,Python,20
2022-11-30,DevOps & Cloud,Python,20
2022-12-31,DevOps & Cloud,Python,22
2023-01-31,DevOps & Cloud,Python,18
2023-02-28,DevOps & Cloud,Python,26
2023-03-31,DevOps & Cloud,Python,31
2023-04-30,DevOps & Cloud,Python,23
2023-05-31,DevOps & Cloud,Python,20
2023-06-30,DevOps & Cloud,Python,23
2023-07-31,DevOps & Cloud,Python,25
2023-08-31,DevOps & Cloud,Python,29
2023-09-30,DevOps & Cloud,Python,24
2023-10-31,DevOps & Cloud,Python,28
2023-11-30,DevOps & Cloud,Python,21
2023-12-31,DevOps & Cloud,Python,15
2024-01-31,DevOps & Cloud,Python,25
2024-02-29,DevOps & Cloud,Python,21
2024-03-31,DevOps & Cloud,Python,22
2024-04-30,DevOps & Cloud,Python,16
2024-05-31,DevOps & Cloud,Python,20
2024-06-30,DevOps & Cloud,Python,21
2024-07-31,DevOps & Cloud,Python,25
2024-08-31,DevOps & Cloud,Python,22
2024-09-30,DevOps & Cloud,Python,21
2024-10-31,DevOps & Cloud,Python,38
2024-11-30,DevOps & Cloud,Python,21
2024-12-31,DevOps & Cloud,Python,14
2020-01-31,DevOps & Cloud,Security,29
2020-02-29,DevOps & Cloud,Security,23
2020-03-31,DevOps & Cloud,Security,23
2020-04-30,DevOps & Cloud,Security,22
2020-05-31,DevOps & Cloud,Security,22
2020-06-30,DevOps & Cloud,Security,22
2020-07-31,DevOps & Cloud,Security,26
2020-08-31,DevOps & Cloud,Security,29
2020-09-30,DevOps & Cloud,Security,24
2020-10-31,DevOps & Cloud,Security,18
2020-11-30,DevOps & Cloud,Security,29
2020-12-31,DevOps & Cloud,Security,27
2021-01-31,DevOps & Cloud,Security,32
2021-02-28,DevOps & Cloud,Security,25
2021-03-31,DevOps & Cloud,Security,19
2021-04-30,DevOps & Cloud,Security,23
2021-05-31,DevOps & Cloud,Security,25
2021-06-30,DevOps & Cloud,Security,19
2021-07-31,DevOps & Cloud,Security,17
2021-08-31,DevOps & Cloud,Security,20
2021-09-30,DevOps & Cloud,Security,29
2021-10-31,DevOps & Cloud,Security,24
2021-11-30,DevOps & Cloud,Security,23
2021-12-31,DevOps & Cloud,Security,20
2022-01-31,DevOps & Cloud,Security,25
2022-02-28,DevOps & Cloud,Security,25
2022-03-31,DevOps & Cloud,Security,22
2022-04-30,DevOps & Cloud,Security,32
2022-05-31,DevOps & Cloud,Security,24
2022-06-30,DevOps & Cloud,Security,22
2022-07-31,DevOps & Cloud,Security,18
2022-08-31,DevOps & Cloud,Security,24
2022-09-30,DevOps & Cloud,Security,20
2022-10-31,DevOps & Cloud,Security,31
2022-11-30,DevOps & Cloud,Security,23
2022-12-31,DevOps & Cloud,Security,16
2023-01-31,DevOps & Cloud,Security,27
2023-02-28,DevOps & Cloud,Security,21
2023-03-31,DevOps & Cloud,Security,24
2023-04-30,DevOps & Cloud,Security,31
2023-05-31,DevOps & Cloud,Security,20
2023-06-30,DevOps & Cloud,Security,15
2023-07-31,DevOps & Cloud,Security,28
2023-08-31,DevOps & Cloud,Security,26
2023-09-30,DevOps & Cloud,Security,21
2023-10-31,DevOps & Cloud,Security,38
2023-11-30,DevOps & Cloud,Security,25
2023-12-31,DevOps & Cloud,Security,20
2024-01-31,DevOps & Cloud,Security,17
2024-02-29,DevOps & Cloud,Security,12
2024-03-31,DevOps & Cloud,Security,19
2024-04-30,DevOps & Cloud,Security,18
2024-05-31,DevOps & Cloud,Security,26
2024-06-30,DevOps & Cloud,Security,15
2024-07-31,DevOps & Cloud,Security,28
2024-08-31,DevOps & Cloud,Security,27
2024-09-30,DevOps & Cloud,Security,21
2024-10-31,DevOps & Cloud,Security,26
2024-11-30,DevOps & Cloud,Security,31
2024-12-31,DevOps & Cloud,Security,22
2020-01-31,DevOps & Cloud,Terraform,44
2020-02-29,DevOps & Cloud,Terraform,46
2020-03-31,DevOps & Cloud,Terraform,39
2020-04-30,DevOps & Cloud,Terraform,47
2020-05-31,DevOps & Cloud,Terraform,52
2020-06-30,DevOps & Cloud,Terraform,43
2020-07-31,DevOps & Cloud,Terraform,51
2020-08-31,DevOps & Cloud,Terraform,53
2020-09-30,DevOps & Cloud,Terraform,50
2020-10-31,DevOps & Cloud,Terraform,40
2020-11-30,DevOps & Cloud,Terraform,56
2020-12-31,DevOps & Cloud,Terraform,49
2021-01-31,DevOps & Cloud,Terraform,45
2021-02-28,DevOps & Cloud,Terraform,54
2021-03-31,DevOps & Cloud,Terraform,45
2021-04-30,DevOps & Cloud,Terraform,35
2021-05-31,DevOps & Cloud,Terraform,42
2021-06-30,DevOps & Cloud,Terraform,50
2021-07-31,DevOps & Cloud,Terraform,42
2021-08-31,DevOps & Cloud,Terraform,57
2021-09-30,DevOps & Cloud,Terraform,53
2021-10-31,DevOps & Cloud,Terraform,49
2021-11-30,DevOps & Cloud,Terraform,46
2021-12-31,DevOps & Cloud,Terraform,41
2022-01-31,DevOps & Cloud,Terraform,52
2022-02-28,DevOps & Cloud,Terraform,59
2022-03-31,DevOps & Cloud,Terraform,47
2022-04-30,DevOps & Cloud,Terraform,41
2022-05-31,DevOps & Cloud,Terraform,46
2022-06-30,DevOps & Cloud,Terraform,47
2022-07-31,DevOps & Cloud,Terraform,40
2022-08-31,DevOps & Cloud,Terraform,58
2022-09-30,DevOps & Cloud,Terraform,39
2022-10-31,DevOps & Cloud,Terraform,38
2022-11-30,DevOps & Cloud,Terraform,41
2022-12-31,DevOps & Cloud,Terraform,36
2023-01-31,DevOps & Cloud,Terraform,53
2023-02-28,DevOps & Cloud,Terraform,46
2023-03-31,DevOps & Cloud,Terraform,52
2023-04-30,DevOps & Cloud,Terraform,42
2023-05-31,DevOps & Cloud,Terraform,40
2023-06-30,DevOps & Cloud,Terraform,38
2023-07-31,DevOps & Cloud,Terraform,46
2023-08-31,DevOps & Cloud,Terraform,59
2023-09-30,DevOps & Cloud,Terraform,41
2023-10-31,DevOps & Cloud,Terraform,42
2023-11-30,DevOps & Cloud,Terraform,55
2023-12-31,DevOps & Cloud,Terraform,43
2024-01-31,DevOps & Cloud,Terraform,35
2024-02-29,DevOps & Cloud,Terraform,42
2024-03-31,DevOps & Cloud,Terraform,48
2024-04-30,DevOps & Cloud,Terraform,38
2024-05-31,DevOps & Cloud,Terraform,43
2024-06-30,DevOps & Cloud,Terraform,42
2024-07-31,DevOps & Cloud,Terraform,50
2024-08-31,DevOps & Cloud,Terraform,46
2024-09-30,DevOps & Cloud,Terraform,34
2024-10-31,DevOps & Cloud,Terraform,60
2024-11-30,DevOps & Cloud,Terraform,53
2024-12-31,DevOps & Cloud,Terraform,37
2020-01-31,Product Management,A/B Testing,36
2020-02-29,Product Management,A/B Testing,33
2020-03-31,Product Management,A/B Testing,26
2020-04-30,Product Management,A/B Testing,25
2020-05-31,Product Management,A/B Testing,36
2020-06-30,Product Management,A/B Testing,30
2020-07-31,Product Management,A/B Testing,26
2020-08-31,Product Management,A/B Testing,30
2020-09-30,Product Management,A/B Testing,42
2020-10-31,Product Management,A/B Testing,26
2020-11-30,Product Management,A/B Testing,27
2020-12-31,Product Management,A/B Testing,34
2021-01-31,Product Management,A/B Testing,35
2021-02-28,Product Management,A/B Testing,26
2021-03-31,Product Management,A/B Testing,31
2021-04-30,Product Management,A/B Testing,20
2021-05-31,Product Management,A/B Testing,30
2021-06-30,Product Management,A/B Testing,30
2021-07-31,Product Management,A/B Testing,35
2021-08-31,Product Management,A/B Testing,27
2021-09-30,Product Management,A/B Testing,30
2021-10-31,Product Management,A/B Testing,33
2021-11-30,Product Management,A/B Testing,27
2021-12-31,Product Management,A/B Testing,38
2022-01-31,Product Management,A/B Testing,33
2022-02-28,Product Management,A/B Testing,50
2022-03-31,Product Management,A/B Testing,39
2022-04-30,Product Management,A/B Testing,28
2022-05-31,Product Management,A/B Testing,30
2022-06-30,Product Management,A/B Testing,31
2022-07-31,Product Management,A/B Testing,27
2022-08-31,Product Management,A/B Testing,26
2022-09-30,Product Management,A/B Testing,37
2022-10-31,Product Management,A/B Testing,35
2022-11-30,Product Management,A/B Testing,24
2022-12-31,Product Management,A/B Testing,24
2023-01-31,Product Management,A/B Testing,29
2023-02-28,Product Management,A/B Testing,33
2023-03-31,Product Management,A/B Testing,36
2023-04-30,Product Management,A/B Testing,30
2023-05-31,Product Management,A/B Testing,23
2023-06-30,Product Management,A/B Testing,24
2023-07-31,Product Management,A/B Testing,31
2023-08-31,Product Management,A/B Testing,23
2023-09-30,Product Management,A/B Testing,24
2023-10-31,Product Management,A/B Testing,33
2023-11-30,Product Management,A/B Testing,21
2023-12-31,Product Management,A/B Testing,24
2024-01-31,Product Management,A/B Testing,41
2024-02-29,Product Management,A/B Testing,30
2024-03-31,Product Management,A/B Testing,50
2024-04-30,Product Management,A/B Testing,29
2024-05-31,Product Management,A/B Testing,27
2024-06-30,Product Management,A/B Testing,23
2024-07-31,Product Management,A/B Testing,30
2024-08-31,Product Management,A/B Testing,32
2024-09-30,Product Management,A/B Testing,33
2024-10-31,Product Management,A/B Testing,37
2024-11-30,Product Management,A/B Testing,31
2024-12-31,Product Management,A/B Testing,34
2020-01-31,Product Management,Agile,33
2020-02-29,Product Management,Agile,32
2020-03-31,Product Management,Agile,27
2020-04-30,Product Management,Agile,24
2020-05-31,Product Management,Agile,31
2020-06-30,Product Management,Agile,28
2020-07-31,Product Management,Agile,30
2020-08-31,Product Management,Agile,26
2020-09-30,Product Management,Agile,37
2020-10-31,Product Management,Agile,29
2020-11-30,Product Management,Agile,32
2020-12-31,Product Management,Agile,38
2021-01-31,Product Management,Agile,36
2021-02-28,Product Management,Agile,24
2021-03-31,Product Management,Agile,29
2021-04-30,Product Management,Agile,23
2021-05-31,Product Management,Agile,29
2021-06-30,Product Management,Agile,27
2021-07-31,Product Management,Agile,36
2021-08-31,Product Management,Agile,26
2021-09-30,Product Management,Agile,33
2021-10-31,Product Management,Agile,39
2021-11-30,Product Management,Agile,28
2021-12-31,Product Management,Agile,41
2022-01-31,Product Management,Agile,34
2022-02-28,Product Management,Agile,34
2022-03-31,Product Management,Agile,39
2022-04-30,Product Management,Agile,25
2022-05-31,Product Management,Agile,26
2022-06-30,Product Management,Agile,32
2022-07-31,Product Management,Agile,26
2022-08-31,Product Management,Agile,23
2022-09-30,Product Management,Agile,39
2022-10-31,Product Management,Agile,36
2022-11-30,Product Management,Agile,24
2022-12-31,Product Management,Agile,26
2023-01-31,Product Management,Agile,26
2023-02-28,Product Management,Agile,28
2023-03-31,Product Management,Agile,31
2023-04-30,Product Management,Agile,25
2023-05-31,Product Management,Agile,22
2023-06-30,Product Management,Agile,27
2023-07-31,Product Management,Agile,32
2023-08-31,Product Management,Agile,27
2023-09-30,Product Management,Agile,20
2023-10-31,Product Management,Agile,26
2023-11-30,Product Management,Agile,26
2023-12-31,Product Management,Agile,25
2024-01-31,Product Management,Agile,42
2024-02-29,Product Management,Agile,31
2024-03-31,Product Management,Agile,53
2024-04-30,Product Management,Agile,28
2024-05-31,Product Management,Agile,29
2024-06-30,Product Management,Agile,21
2024-07-31,Product Management,Agile,29
2024-08-31,Product Management,Agile,31
2024-09-30,Product Management,Agile,37
2024-10-31,Product Management,Agile,34
2024-11-30,Product Management,Agile,28
2024-12-31,Product Management,Agile,38
2020-01-31,Product Management,Product Strategy,44
2020-02-29,Product Management,Product Strategy,28
2020-03-31,Product Management,Product Strategy,31
2020-04-30,Product Management,Product Strategy,23
2020-05-31,Product Management,Product Strategy,36
2020-06-30,Product Management,Product Strategy,29
2020-07-31,Product Management,Product Strategy,24
2020-08-31,Product Management,Product Strategy,24
2020-09-30,Product Management,Product Strategy,42
2020-10-31,Product Management,Product Strategy,26
2020-11-30,Product Management,Product Strategy,30
2020-12-31,Product Management,Product Strategy,34
2021-01-31,Product Management,Product Strategy,40
2021-02-28,Product Management,Product Strategy,24
2021-03-31,Product Management,Product Strategy,32
2021-04-30,Product Management,Product Strategy,24
2021-05-31,Product Management,Product Strategy,33
2021-06-30,Product Management,Product Strategy,31
2021-07-31,Product Management,Product Strategy,32
2021-08-31,Product Management,Product Strategy,30
2021-09-30,Product Management,Product Strategy,38
2021-10-31,Product Management,Product Strategy,29
2021-11-30,Product Management,Product Strategy,28
2021-12-31,Product Management,Product Strategy,34
2022-01-31,Product Management,Product Strategy,36
2022-02-28,Product Management,Product Strategy,44
2022-03-31,Product Management,Product Strategy,35
2022-04-30,Product Management,Product Strategy,24
2022-05-31,Product Management,Product Strategy,26
2022-06-30,Product Management,Product Strategy,31
2022-07-31,Product Management,Product Strategy,29
2022-08-31,Product Management,Product Strategy,22
2022-09-30,Product Management,Product Strategy,35
2022-10-31,Product Management,Product Strategy,38
2022-11-30,Product Management,Product Strategy,28
